noise_power,LELA-Transformer-Bag
0.0,0.6660010733173024
0.05,0.4992411771599448
0.1,0.4605356261642794
0.15,0.4402137593956684
0.2,0.4264700481516673
0.25,0.41634111213888464
0.3,0.40936920940542815
0.35,0.40309824873556915
0.4,0.3963763342600754
0.45,0.3926072003341844
0.5,0.3886219059978662
