dataset,lf_index,coverage,accuracy,precision_positive,recall_positive,f1_positive,precision_negative,recall_negative,f1_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,conflict_rate,positive_bias,n_abstain,n_positive,n_negative,n_labeled,total_samples,true_negatives,false_positives,false_negatives,true_positives
youtube,8,0.04804270462633452,0.8148148148148148,0.0,0.0,0.0,0.8148148148148148,1.0,0.8979591836734693,0.4074074074074074,0.5,0.44897959183673464,0.6639231824417009,0.8148148148148148,0.7316704459561602,0.15217391304347827,0.0,1605,0,81,81,1686,,,,
youtube,9,0.38018979833926453,0.5647425897035881,0.0,0.0,0.0,0.5647425897035881,1.0,0.7218344965104686,0.2823712948517941,0.5,0.3609172482552343,0.3189341926251153,0.5647425897035881,0.40765068289670775,0.5668639053254438,0.0,1045,0,641,641,1686,,,,
sms,0,0.014438853642528986,0.803030303030303,0.0,0.0,0.0,0.803030303030303,1.0,0.8907563025210083,0.4015151515151515,0.5,0.4453781512605042,0.6448576675849402,0.803030303030303,0.7153043035395976,0.19444444444444445,0.0,4505,0,66,66,4571,,,,
sms,1,0.007875738350470356,0.8333333333333334,0.8333333333333334,1.0,0.9090909090909091,0.0,0.0,0.0,0.4166666666666667,0.5,0.45454545454545453,0.6944444444444444,0.8333333333333334,0.7575757575757576,0.13157894736842105,1.0,4535,36,0,36,4571,,,,
sms,2,0.0002187705097352877,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570,0,1,1,4571,,,,
sms,3,0.002187705097352877,0.9,0.9,1.0,0.9473684210526316,0.0,0.0,0.0,0.45,0.5,0.4736842105263158,0.8099999999999999,0.9,0.8526315789473685,0.0,1.0,4561,10,0,10,4571,,,,
sms,4,0.0006563115292058631,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4568,3,0,3,4571,,,,
sms,5,0.0010938525486764385,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4566,5,0,5,4571,,,,
sms,6,0.0024064756070881644,0.9090909090909091,0.9090909090909091,1.0,0.9523809523809523,0.0,0.0,0.0,0.45454545454545453,0.5,0.47619047619047616,0.8264462809917354,0.9090909090909091,0.8658008658008658,0.0,1.0,4560,11,0,11,4571,,,,
sms,7,0.0002187705097352877,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570,0,1,1,4571,,,,
sms,8,0.0004375410194705754,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4569,2,0,2,4571,,,,
sms,9,0.0006563115292058631,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4568,3,0,3,4571,,,,
sms,10,0.0002187705097352877,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570,0,1,1,4571,,,,
sms,11,0.2920586304966091,0.9670411985018726,0.0,0.0,0.0,0.9670411985018726,1.0,0.9832444782939832,0.4835205992509363,0.5,0.4916222391469916,0.9351686795999382,0.9670411985018726,0.9508379187097621,0.025252525252525252,0.0,3236,0,1335,1335,4571,,,,
sms,12,0.0002187705097352877,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570,0,1,1,4571,,,,
sms,13,0.004156639684970466,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4552,0,19,19,4571,,,,
sms,14,0.014001312623058412,0.859375,0.0,0.0,0.0,0.859375,1.0,0.9243697478991597,0.4296875,0.5,0.46218487394957986,0.738525390625,0.859375,0.7943802521008404,0.010869565217391304,0.0,4507,0,64,64,4571,,,,
sms,15,0.007656967840735069,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4536,0,35,35,4571,,,,
sms,16,0.0006563115292058631,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4568,0,3,3,4571,,,,
sms,17,0.007219426821264493,0.9090909090909091,0.9090909090909091,1.0,0.9523809523809523,0.0,0.0,0.0,0.45454545454545453,0.5,0.47619047619047616,0.8264462809917356,0.9090909090909091,0.8658008658008658,0.04838709677419355,1.0,4538,33,0,33,4571,,,,
sms,18,0.0006563115292058631,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4568,3,0,3,4571,,,,
sms,19,0.0028440166265587398,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4558,0,13,13,4571,,,,
sms,20,0.0037190986654998905,0.8235294117647058,0.0,0.0,0.0,0.8235294117647058,1.0,0.9032258064516129,0.4117647058823529,0.5,0.45161290322580644,0.6782006920415224,0.8235294117647058,0.7438330170777988,0.25,0.0,4554,0,17,17,4571,,,,
sms,21,0.0010938525486764385,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4566,5,0,5,4571,,,,
sms,22,0.019908116385911178,0.8791208791208791,0.0,0.0,0.0,0.8791208791208791,1.0,0.935672514619883,0.43956043956043955,0.5,0.4678362573099415,0.7728535201062674,0.8791208791208791,0.8225692436218751,0.0,0.0,4480,0,91,91,4571,,,,
sms,23,0.0010938525486764385,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4566,5,0,5,4571,,,,
sms,24,0.0006563115292058631,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4568,3,0,3,4571,,,,
sms,25,0.0006563115292058631,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4568,3,0,3,4571,,,,
sms,26,0.029534018814263836,0.9777777777777777,0.0,0.0,0.0,0.9777777777777777,1.0,0.9887640449438202,0.4888888888888889,0.5,0.4943820224719101,0.9560493827160493,0.9777777777777777,0.9667915106117353,0.0,0.0,4436,0,135,135,4571,,,,
sms,27,0.0028440166265587398,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4558,0,13,13,4571,,,,
sms,28,0.0008750820389411508,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4567,0,4,4,4571,,,,
sms,29,0.0004375410194705754,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4569,0,2,2,4571,,,,
sms,30,0.0006563115292058631,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4568,3,0,3,4571,,,,
sms,31,0.0004375410194705754,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4569,0,2,2,4571,,,,
sms,32,0.001968934587617589,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4562,9,0,9,4571,,,,
sms,33,0.008969590899146795,0.926829268292683,0.926829268292683,1.0,0.9620253164556963,0.0,0.0,0.0,0.4634146341463415,0.5,0.48101265822784817,0.85901249256395,0.926829268292683,0.8916332201296697,0.04918032786885246,1.0,4530,41,0,41,4571,,,,
sms,34,0.0004375410194705754,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4569,2,0,2,4571,,,,
sms,35,0.0002187705097352877,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4570,1,0,1,4571,,,,
sms,36,0.0010938525486764385,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4566,5,0,5,4571,,,,
sms,37,0.02931524830452855,0.9925373134328358,0.0,0.0,0.0,0.9925373134328358,1.0,0.9962546816479401,0.4962686567164179,0.5,0.49812734082397003,0.9851303185564713,0.9925373134328358,0.9888199452177315,0.024390243902439025,0.0,4437,0,134,134,4571,,,,
sms,38,0.0004375410194705754,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4569,2,0,2,4571,,,,
sms,39,0.0010938525486764385,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4566,5,0,5,4571,,,,
sms,40,0.0004375410194705754,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4569,2,0,2,4571,,,,
sms,41,0.0008750820389411508,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4567,4,0,4,4571,,,,
sms,42,0.002187705097352877,0.9,0.9,1.0,0.9473684210526316,0.0,0.0,0.0,0.45,0.5,0.4736842105263158,0.8099999999999999,0.9,0.8526315789473685,0.0,1.0,4561,10,0,10,4571,,,,
sms,43,0.0013126230584117262,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565,0,6,6,4571,,,,
sms,44,0.003500328155764603,0.9375,0.9375,1.0,0.967741935483871,0.0,0.0,0.0,0.46875,0.5,0.4838709677419355,0.87890625,0.9375,0.907258064516129,0.058823529411764705,1.0,4555,16,0,16,4571,,,,
sms,45,0.0002187705097352877,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570,0,1,1,4571,,,,
sms,46,0.0002187705097352877,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570,0,1,1,4571,,,,
sms,47,0.0010938525486764385,0.6,0.6,1.0,0.7499999999999999,0.0,0.0,0.0,0.3,0.5,0.37499999999999994,0.36,0.6,0.4499999999999999,0.0,1.0,4566,5,0,5,4571,,,,
sms,48,0.0002187705097352877,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570,0,1,1,4571,,,,
sms,49,0.0008750820389411508,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4567,0,4,4,4571,,,,
sms,50,0.0026252461168234523,0.9166666666666666,0.9166666666666666,1.0,0.9565217391304348,0.0,0.0,0.0,0.4583333333333333,0.5,0.4782608695652174,0.8402777777777777,0.9166666666666666,0.8768115942028986,0.0,1.0,4559,12,0,12,4571,,,,
sms,51,0.0002187705097352877,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570,0,1,1,4571,,,,
sms,52,0.0004375410194705754,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4569,0,2,2,4571,,,,
sms,53,0.0002187705097352877,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4570,1,0,1,4571,,,,
sms,54,0.005031721723911617,0.9565217391304348,0.0,0.0,0.0,0.9565217391304348,1.0,0.9777777777777777,0.4782608695652174,0.5,0.4888888888888889,0.9149338374291116,0.9565217391304348,0.9352657004830917,0.0,0.0,4548,0,23,23,4571,,,,
sms,55,0.0017501640778823015,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4563,8,0,8,4571,,,,
sms,56,0.0002187705097352877,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570,0,1,1,4571,,,,
sms,57,0.006781885801793918,0.8064516129032258,0.8064516129032258,1.0,0.8928571428571428,0.0,0.0,0.0,0.4032258064516129,0.5,0.4464285714285714,0.6503642039542143,0.8064516129032258,0.7200460829493087,0.04,1.0,4540,31,0,31,4571,,,,
sms,58,0.0013126230584117262,0.8333333333333334,0.8333333333333334,1.0,0.9090909090909091,0.0,0.0,0.0,0.4166666666666667,0.5,0.45454545454545453,0.6944444444444445,0.8333333333333334,0.7575757575757575,0.0,1.0,4565,6,0,6,4571,,,,
sms,59,0.0004375410194705754,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4569,2,0,2,4571,,,,
sms,60,0.0013126230584117262,0.5,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.25,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333,0.3333333333333333,0.0,4565,0,6,6,4571,,,,
sms,61,0.005469262743382192,0.96,0.96,1.0,0.9795918367346939,0.0,0.0,0.0,0.48,0.5,0.4897959183673469,0.9216,0.96,0.9404081632653061,0.0,1.0,4546,25,0,25,4571,,,,
sms,62,0.0015313935681470138,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333333,0.0,0.0,0.0,0.35714285714285715,0.5,0.41666666666666663,0.5102040816326531,0.7142857142857143,0.5952380952380951,0.3333333333333333,1.0,4564,7,0,7,4571,,,,
sms,63,0.0015313935681470138,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333333,0.0,0.0,0.0,0.35714285714285715,0.5,0.41666666666666663,0.5102040816326531,0.7142857142857143,0.5952380952380951,1.0,1.0,4564,7,0,7,4571,,,,
sms,64,0.0008750820389411508,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4567,4,0,4,4571,,,,
sms,65,0.003500328155764603,0.8125,0.8125,1.0,0.896551724137931,0.0,0.0,0.0,0.40625,0.5,0.4482758620689655,0.66015625,0.8125,0.728448275862069,0.25,1.0,4555,16,0,16,4571,,,,
sms,66,0.0026252461168234523,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4559,0,12,12,4571,,,,
sms,67,0.0059068037628527675,0.9629629629629629,0.0,0.0,0.0,0.9629629629629629,1.0,0.9811320754716981,0.48148148148148145,0.5,0.49056603773584906,0.9272976680384087,0.9629629629629629,0.9447938504542278,0.0,0.0,4544,0,27,27,4571,,,,
sms,68,0.0026252461168234523,0.9166666666666666,0.9166666666666666,1.0,0.9565217391304348,0.0,0.0,0.0,0.4583333333333333,0.5,0.4782608695652174,0.8402777777777777,0.9166666666666666,0.8768115942028986,0.0,1.0,4559,12,0,12,4571,,,,
sms,69,0.0015313935681470138,0.8571428571428571,0.8571428571428571,1.0,0.923076923076923,0.0,0.0,0.0,0.42857142857142855,0.5,0.4615384615384615,0.7346938775510203,0.8571428571428571,0.7912087912087912,0.0,1.0,4564,7,0,7,4571,,,,
sms,70,0.0013126230584117262,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4565,6,0,6,4571,,,,
sms,71,0.003281557646029315,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4556,15,0,15,4571,,,,
sms,72,0.0010938525486764385,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4566,5,0,5,4571,,,,
spouse,0,0.11348274635361082,0.4200626959247649,0.4200626959247649,1.0,0.5916114790286976,0.0,0.0,0.0,0.21003134796238246,0.5,0.2958057395143488,0.1764526685075815,0.4200626959247649,0.2485139128208322,0.3313953488372093,1.0,2492,319,0,319,2811,,,,
spouse,1,0.03770900035574529,0.4716981132075472,0.4716981132075472,1.0,0.641025641025641,0.0,0.0,0.0,0.2358490566037736,0.5,0.3205128205128205,0.22249911000355999,0.4716981132075472,0.30237058538945333,0.14018691588785046,1.0,2705,106,0,106,2811,,,,
spouse,2,0.03166133048737104,0.1348314606741573,0.1348314606741573,1.0,0.23762376237623764,0.0,0.0,0.0,0.06741573033707865,0.5,0.11881188118811882,0.01817952278752683,0.1348314606741573,0.032039158972076986,0.46296296296296297,1.0,2722,89,0,89,2811,,,,
spouse,3,0.02170046246887229,0.29508196721311475,0.29508196721311475,1.0,0.4556962025316456,0.0,0.0,0.0,0.14754098360655737,0.5,0.2278481012658228,0.08707336737436172,0.29508196721311475,0.13446773189458397,0.7714285714285715,1.0,2750,61,0,61,2811,,,,
spouse,4,0.11348274635361082,0.9529780564263323,0.0,0.0,0.0,0.9529780564263323,1.0,0.9759229534510433,0.47648902821316613,0.5,0.48796147672552165,0.9081671760301098,0.9529780564263323,0.9300331594016212,0.5975609756097561,0.0,2492,0,319,319,2811,,,,
spouse,5,0.035218783351120594,0.898989898989899,0.0,0.0,0.0,0.898989898989899,1.0,0.9468085106382979,0.4494949494949495,0.5,0.4734042553191489,0.8081828384858688,0.898989898989899,0.8511712873415002,0.23170731707317074,0.0,2712,0,99,99,2811,,,,
spouse,6,0.025257915332621842,0.9577464788732394,0.0,0.0,0.0,0.9577464788732394,1.0,0.9784172661870503,0.4788732394366197,0.5,0.48920863309352514,0.9172783177940883,0.9577464788732394,0.9370756915594285,0.5,0.0,2740,0,71,71,2811,,,,
spouse,7,0.002845962290999644,0.75,0.75,1.0,0.8571428571428571,0.0,0.0,0.0,0.375,0.5,0.42857142857142855,0.5625,0.75,0.6428571428571428,0.06666666666666667,1.0,2803,8,0,8,2811,,,,
spouse,8,0.0035574528637495554,0.4,0.4,1.0,0.5714285714285715,0.0,0.0,0.0,0.2,0.5,0.28571428571428575,0.16,0.4,0.2285714285714286,0.1111111111111111,1.0,2801,10,0,10,2811,,,,
cdr,0,0.030604982206405694,0.5736434108527132,0.5736434108527132,1.0,0.729064039408867,0.0,0.0,0.0,0.2868217054263566,0.5,0.3645320197044335,0.32906676281473474,0.5736434108527132,0.41822278229655935,0.352803738317757,1.0,8172,258,0,258,8430,,,,
cdr,1,0.021708185053380784,0.4644808743169399,0.4644808743169399,1.0,0.6343283582089552,0.0,0.0,0.0,0.23224043715846995,0.5,0.3171641791044776,0.2157424826062289,0.4644808743169399,0.29463339042492454,0.11737089201877934,1.0,8247,183,0,183,8430,,,,
cdr,2,0.0029655990510083037,0.88,0.88,1.0,0.9361702127659575,0.0,0.0,0.0,0.44,0.5,0.46808510638297873,0.7744,0.88,0.8238297872340425,0.05806451612903226,1.0,8405,25,0,25,8430,,,,
cdr,3,0.04958481613285884,0.8588516746411483,0.0,0.0,0.0,0.8588516746411483,1.0,0.924066924066924,0.42942583732057416,0.5,0.462033462033462,0.7376261990339049,0.8588516746411483,0.7936364252153725,0.12586970271979758,0.0,8012,0,418,418,8430,,,,
cdr,4,0.0930011862396204,0.8354591836734694,0.0,0.0,0.0,0.8354591836734694,1.0,0.9103544127866573,0.4177295918367347,0.5,0.45517720639332865,0.6979920475843399,0.8354591836734694,0.7605639545602813,0.13429084380610412,0.0,7646,0,784,784,8430,,,,
cdr,5,0.1822064056939502,0.86328125,0.0,0.0,0.0,0.86328125,1.0,0.9266247379454927,0.431640625,0.5,0.46331236897274636,0.7452545166015625,0.86328125,0.7999377620545074,0.2509188105579686,0.0,6894,0,1536,1536,8430,,,,
cdr,6,0.012930011862396205,0.7431192660550459,0.0,0.0,0.0,0.7431192660550459,1.0,0.8526315789473684,0.37155963302752293,0.5,0.4263157894736842,0.55222624358219,0.7431192660550459,0.6336069531627234,0.25886524822695034,0.0,8321,0,109,109,8430,,,,
cdr,7,0.0166073546856465,0.6071428571428571,0.6071428571428571,1.0,0.7555555555555554,0.0,0.0,0.0,0.30357142857142855,0.5,0.3777777777777777,0.3686224489795918,0.6071428571428571,0.45873015873015865,0.10476190476190476,1.0,8290,140,0,140,8430,,,,
cdr,8,0.020403321470937128,0.8197674418604651,0.8197674418604651,1.0,0.9009584664536741,0.0,0.0,0.0,0.40988372093023256,0.5,0.45047923322683703,0.6720186587344511,0.8197674418604651,0.7385764172672561,0.08213820078226858,1.0,8258,172,0,172,8430,,,,
cdr,9,0.051008303677342826,0.9069767441860465,0.0,0.0,0.0,0.9069767441860465,1.0,0.951219512195122,0.45348837209302323,0.5,0.475609756097561,0.8226068144943213,0.9069767441860465,0.8627339761769711,0.10248447204968944,0.0,8000,0,430,430,8430,,,,
cdr,10,0.06073546856465006,0.81640625,0.0,0.0,0.0,0.81640625,1.0,0.8989247311827957,0.408203125,0.5,0.44946236559139785,0.6665191650390625,0.81640625,0.7338877688172043,0.13697318007662834,0.0,7918,0,512,512,8430,,,,
cdr,11,0.016725978647686834,0.8226950354609929,0.8226950354609929,1.0,0.9027237354085603,0.0,0.0,0.0,0.41134751773049644,0.5,0.45136186770428016,0.6768271213721644,0.8226950354609929,0.7426663355134255,0.09242424242424242,1.0,8289,141,0,141,8430,,,,
cdr,12,0.00023724792408066428,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8428,2,0,2,8430,,,,
cdr,13,0.03641755634638197,0.6579804560260586,0.6579804560260586,1.0,0.7937131630648331,0.0,0.0,0.0,0.3289902280130293,0.5,0.39685658153241654,0.4329382805122601,0.6579804560260586,0.5222477489872843,0.16113161131611317,1.0,8123,307,0,307,8430,,,,
cdr,14,0.019217081850533807,0.7530864197530864,0.7530864197530864,1.0,0.8591549295774648,0.0,0.0,0.0,0.3765432098765432,0.5,0.4295774647887324,0.5671391556165218,0.7530864197530864,0.647017909928708,0.09133858267716535,1.0,8268,162,0,162,8430,,,,
cdr,15,0.031198102016607356,0.6844106463878327,0.0,0.0,0.0,0.6844106463878327,1.0,0.8126410835214446,0.34220532319391633,0.5,0.4063205417607223,0.46841793288901096,0.6844106463878327,0.5561802092542206,0.453416149068323,0.0,8167,0,263,263,8430,,,,
cdr,16,0.0009489916963226571,0.875,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,0.4375,0.5,0.4666666666666667,0.765625,0.875,0.8166666666666667,0.2727272727272727,1.0,8422,8,0,8,8430,,,,
cdr,17,0.12099644128113879,0.7764705882352941,0.0,0.0,0.0,0.7764705882352941,1.0,0.8741721854304636,0.38823529411764707,0.5,0.4370860927152318,0.6029065743944637,0.7764705882352941,0.6787689910401247,0.23920426977195536,0.0,7410,0,1020,1020,8430,,,,
cdr,18,0.07473309608540925,0.7492063492063492,0.0,0.0,0.0,0.7492063492063492,1.0,0.8566243194192378,0.3746031746031746,0.5,0.4283121597096189,0.561310153691106,0.7492063492063492,0.6417883789934606,0.36836403033586135,0.0,7800,0,630,630,8430,,,,
cdr,19,0.0014234875444839859,0.5833333333333334,0.0,0.0,0.0,0.5833333333333334,1.0,0.7368421052631579,0.2916666666666667,0.5,0.3684210526315789,0.34027777777777785,0.5833333333333334,0.4298245614035088,0.48,0.0,8418,0,12,12,8430,,,,
cdr,20,0.2973902728351127,0.7650578380534503,0.0,0.0,0.0,0.7650578380534503,1.0,0.8668926553672316,0.38252891902672514,0.5,0.4334463276836158,0.5853134955670194,0.7650578380534503,0.663223020739669,0.36520874751491056,0.0,5923,0,2507,2507,8430,,,,
cdr,21,0.5843416370106762,0.5763296792529435,0.5763296792529435,1.0,0.7312298776561493,0.0,0.0,0.0,0.28816483962647177,0.5,0.36561493882807466,0.3321558991878008,0.5763296792529435,0.42142948084973775,0.7234285714285714,1.0,3504,4926,0,4926,8430,,,,
cdr,22,0.00166073546856465,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,1.0,0.923076923076923,0.42857142857142855,0.5,0.4615384615384615,0.7346938775510203,0.8571428571428571,0.7912087912087912,0.28,0.0,8416,0,14,14,8430,,,,
cdr,23,0.08908659549228944,0.7017310252996005,0.7017310252996005,1.0,0.8247261345852895,0.0,0.0,0.0,0.35086551264980026,0.5,0.41236306729264477,0.49242643186802854,0.7017310252996005,0.5787359160139115,0.289272030651341,1.0,7679,751,0,751,8430,,,,
cdr,24,0.00498220640569395,0.5952380952380952,0.5952380952380952,1.0,0.7462686567164178,0.0,0.0,0.0,0.2976190476190476,0.5,0.3731343283582089,0.3543083900226757,0.5952380952380952,0.4442075337597725,0.14516129032258066,1.0,8388,42,0,42,8430,,,,
cdr,25,0.041874258600237246,0.773371104815864,0.0,0.0,0.0,0.773371104815864,1.0,0.8722044728434505,0.386685552407932,0.5,0.43610223642172524,0.5981028657641102,0.773371104815864,0.6745377367882776,0.1949339207048458,0.0,8077,0,353,353,8430,,,,
cdr,26,0.007473309608540925,0.8253968253968254,0.0,0.0,0.0,0.8253968253968254,1.0,0.9043478260869565,0.4126984126984127,0.5,0.45217391304347826,0.6812799193751574,0.8253968253968254,0.7464458247066943,0.3263157894736842,0.0,8367,0,63,63,8430,,,,
cdr,27,0.0035587188612099642,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,1.0,0.8,0.3333333333333333,0.5,0.4,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.3898305084745763,0.0,8400,0,30,30,8430,,,,
cdr,28,0.015183867141162514,0.7109375,0.0,0.0,0.0,0.7109375,1.0,0.8310502283105022,0.35546875,0.5,0.4155251141552511,0.50543212890625,0.7109375,0.5908247716894977,0.4063926940639269,0.0,8302,0,128,128,8430,,,,
cdr,29,0.0029655990510083037,0.44,0.44,1.0,0.6111111111111112,0.0,0.0,0.0,0.22,0.5,0.3055555555555556,0.1936,0.44,0.26888888888888896,0.6417910447761194,1.0,8405,25,0,25,8430,,,,
cdr,30,0.024436536180308423,0.7281553398058253,0.0,0.0,0.0,0.7281553398058253,1.0,0.8426966292134831,0.3640776699029126,0.5,0.42134831460674155,0.5302101988877369,0.7281553398058253,0.6136140503981673,0.4281984334203655,0.0,8224,0,206,206,8430,,,,
cdr,31,0.01886120996441281,0.7672955974842768,0.0,0.0,0.0,0.7672955974842768,1.0,0.8683274021352313,0.3836477987421384,0.5,0.43416370106761565,0.5887425339187532,0.7672955974842768,0.6662637928333222,0.34173669467787116,0.0,8271,0,159,159,8430,,,,
cdr,32,0.10320284697508897,0.674712643678161,0.0,0.0,0.0,0.674712643678161,1.0,0.8057652711050103,0.3373563218390805,0.5,0.40288263555250514,0.455237151539173,0.674712643678161,0.5436600162513116,0.39767441860465114,0.0,7560,0,870,870,8430,,,,
commercial,0,0.2173085919226571,0.9494115958668198,0.3333333333333333,0.005706134094151213,0.011220196353436187,0.949942545245619,0.9993955421231583,0.9740417541146581,0.6416379392894762,0.5025508381086548,0.49263097523404714,0.918926252367425,0.9494115958668198,0.9256105032542522,0.1587546128766436,0.0008610792192881745,50194,12,13924,13936,64130,13227.0,8.0,697.0,4.0
commercial,1,1.0,0.8278340870107594,0.6349570807870288,0.962156086072155,0.7650401140643953,0.9802629742329918,0.7726192571730329,0.8641425389755012,0.8076100275100103,0.8673876716225939,0.8145913265199483,0.8796703545330467,0.8278340870107594,0.8352725638906847,0.23398446818097485,0.4414314673319819,0,28309,35821,64130,64130,35114.0,10334.0,707.0,17975.0
