noise_power,LELA-Transformer-Bag-GNN
0.0,0.674413870924778
0.05,0.5164535841531076
0.1,0.4719804191596408
0.15,0.4486463432778649
0.2,0.43201014761051726
0.25,0.42182546643110025
0.3,0.41086092825405013
0.35,0.4042923289377213
0.4,0.3984967083639915
0.45,0.3943349169778923
0.5,0.38929676947476816
